Name,Height
Pops Mensah-Bonsu,81
Ron Mercer,79
Joe Meriweather,82
Porter Meriwether,74
Tom Meschery,78
Chimezie Metu,81
Loren Meyer,82
Dave Meyers,81
Stan Miasek,77
Larry Micheaux,81
Jordan Mickey,80
Khris Middleton,79
Zigmund Mihalik,72
Chris Mihm,84
Ed Mikan,80
George Mikan,82
Larry Mikan,79
Vern Mikkelsen,79
Al Miksis,79
Aaron Miles,73
CJ Miles,78
Darius Miles,81
Eddie Miles,76
Marko Milic,78
Darko Milicic,84
Nat Militzok,75
Andre Miller,75
Anthony Miller,81
Bill Miller,75
Bob Miller,82
Brad Miller,84
Darius Miller,78
Dick Miller,78
Eddie Miller,80
Harry Miller,76
Jay Miller,77
Malcolm Miller,79
Mike Miller,80
Oliver Miller,81
Quincy Miller,81
Reggie Miller,79
Walt Miller,74
Chris Mills,79
John Mills,80
Patty Mills,73
Terry Mills,NA
Elijah Millsap,79
Paul Millsap,79
Shake Milton,77
Harold Miner,77
Dirk Minniefield,75
Dave Minor,74
Greg Minor,78
Mark Minor,78
Nikola Mirotic,82
Wat Misaka,67
Jason Miskiri,74
Donovan Mitchell,73
Mike Mitchell,79
Murray Mitchell,78
Sam Mitchell,79
Todd Mitchell,79
Tony Mitchell,78
Tony Mitchell,NA
Naz Mitrou-Long,75
Steve Mix,79
Bill Mlkvy,76
Cuttino Mobley,76
Eric Mobley,83
Larry Moffett,80
Leo Mogus,76
Nazr Mohammed,82
Jerome Moiso,82
Paul Mokeski,84
Adam Mokoka,76
Jack Molinas,78
Wayne Molis,80
Sidney Moncrief,76
Eric Money,72
Sergei Monia,80
Malik Monk,75
Earl Monroe,75
Greg Monroe,83
Rodney Monroe,75
Luis Montero,79
Howie Montgomery,76
Eric Montross,84
Jamario Moon,80
Jim Mooney,77
Matt Mooney,74
Andre Moore,81
Ben Moore,80
E'Twaun Moore,75
Jackie Moore,77
Johnny Moore,73
Lowes Moore,73
Mikki Moore,84
Otto Moore,83
Ron Moore,84
Tracy Moore,76
Ja Morant,75
Eric Moreland,82
Jackie Moreland,79
Guy Morgan,80
Juwan Morgan,79
Rex Morgan,77
Elmo Morgenthaler,81
Darren Morningstar,82
Chris Morris,80
Darius Morris,76
Isaiah Morris,80
Jaylen Morris,77
Markieff Morris,81
Max Morris,74
Monte Morris,74
Randolph Morris,83
Terence Morris,NA
Marcus Morris Sr.,80
Adam Morrison,80
Dwight Morrison,80
Mike Morrison,76
Anthony Morrow,77
Dwayne Morton,79
John Morton,75
Richard Morton,75
Glenn Mosley,80
Perry Moss,74
Lawrence Moten,77
Donatas Motiejunas,84
Johnathan Motley,80
Hanno Mottola,83
Arnett Moultrie,82
Alonzo Mourning,82
Timofey Mozgov,85
Chuck Mrazovich,77
Emmanuel Mudiay,75
Erwin Mueller,80
Shabazz Muhammad,78
Joe Mullaney,72
Bob Mullens,73
Byron Mullens,84
Chris Mullin,NA
Jeff Mullins,76
Todd Mundt,84
Xavier Munford,76
Chris Munk,81
George Munroe,71
Eric Murdock,73
Gheorghe Muresan,91
Allen Murphy,76
Calvin Murphy,69
Dick Murphy,73
Erik Murphy,82
Jay Murphy,81
John Murphy,74
Kevin Murphy,78
Ronnie Murphy,77
Tod Murphy,81
Troy Murphy,83
Dejounte Murray,76
Flip Murray,75
Jamal Murray,75
Ken Murray,74
Lamond Murray,79
Tracy Murray,79
Dorie Murrey,80
Toure' Murry,77
Dzanan Musa,81
Mike Muscala,82
Angelo Musi,69
Jerrod Mustaf,82
Dikembe Mutombo,86
Martin Muursepp,81
Pete Myers,78
Svi Mykhailiuk,79
Mamadou N'diaye,84
Bob Naber,75
Boris Nachamkin,78
Bostjan Nachbar,81
Abdel Nader,77
Jerry Nagel,72
Fred Nagy,73
Lee Nailon,81
Eduardo Najera,80
Larry Nance,82
Larry Nance Jr.,79
Shabazz Napier,72
Paul Napolitano,74
Bob Nash,80
Charles Nash,77
Steve Nash,75
Swen Nater,83
Howard Nathan,71
Calvin Natt,78
Kenny Natt,75
Willie Naulls,78
Juan Carlos Navarro,NA
Hamady Ndiaye,84
Boniface Ndong,84
Maurice Ndour,81
Craig Neal,77
Gary Neal,76
Jim Neal,83
Lloyd Neal,79
Ed Nealy,79
Nemanja Nedovic,75
Al Negratti,75
Barry Nelson,82
DeMarcus Nelson,76
Don Nelson,78
Jameer Nelson,72
Louie Nelson,75
Ruben Nembhard,75
Nene,83
Tyrone Nesby,78
Martin Nessley,86
Rasho Nesterovic,84
Raul Neto,73
Johnny Neumann,78
Paul Neumann,73
Chuck Nevitt,89
Melvin Newbern,76
Ivano Newbill,82
Ira Newble,79
Mike Newlin,76
Johnny Newman,79
Dave Newmark,84
Georges Niang,79
Demetris Nichols,80
Jack Nichols,79
Andrew Nicholson,81
Gaylon Nickerson,75
Carl Nicks,73
Rich Niemann,84
John Niemiera,73
Mike Niles,78
Kurt Nimphius,82
Dyron Nix,79
Norm Nixon,74
Joakim Noah,83
Chuck Noble,76
Andres Nocioni,NA
David Noel,78
Nerlens Noel,83
Paul Noel,76
Lucas Nogueira,84
Jim Nolan,80
Paul Nolen,82
Jeff Nordgaard,79
Robert Nordmann,82
Johnny Norlander,75
Connie Norman,75
Ken Norman,80
Audie Norris,81
Moochie Norris,73
Sylvester Norris,83
Zach Norvell Jr.,77
Willie Norwood,79
George Nostrand,80
Stan Noszka,73
Mike Novak,81
Steve Novak,82
Jaylen Nowell,76
Mel Nowell,74
Dirk Nowitzki,84
Frank Ntilikina,76
Kendrick Nunn,74
James Nunnally,79
Jusuf Nurkic,83
Dennis Nutt,74
David Nwaba,77
Julius Nwosu,82
Charles O'Bannon,77
Ed O'Bannon,80
John O'Boyle,74
Bob O'Brien,76
Buckshot O'Brien,NA
JJ O'Brien,79
Patrick O'Bryant,84
Johnny O'Bryant III,81
Dermie O'Connell,72
Andy O'Donnell,73
Francis O'Grady,71
Dick O'Keefe,74
Tommy O'Keefe,74
Mike O'Koren,79
Grady O'Malley,77
Jermaine O'Neal,83
Shaquille O'Neal,85
Royce O'Neale,76
Mike O'Neill,75
Kyle O'Quinn,81
Kevin O'Shea,74
Garland O'Shields,73
Dan O'Sullivan,82
Charles Oakley,81
Fabricio Oberto,82
Daniel Ochefu,83
Greg Oden,84
Lamar Odom,82
Carlos Ogden,78
Ralph Ogden,77
Alan Ogg,86
Don Ohl,75
Tim Ohlbrecht,83
Semi Ojeleye,78
Emeka Okafor,82
Jahlil Okafor,82
Elie Okobo,75
Josh Okogie,76
KZ Okpala,80
Mehmet Okur,83
Victor Oladipo,76
Hakeem Olajuwon,84
Mark Olberding,80
Jawann Oldham,84
Johnny Oldham,75
Frank Oleynick,74
John Olive,79
Brian Oliver,76
Dean Oliver,71
Jimmy Oliver,77
Kevin Ollie,74
Gene Ollrich,71
Michael Olowokandi,84
Enoch Olsen,80
Kelly Olynyk,83
Miye Oni,77
Arinze Onuaku,81
Chinanu Onuaku,82
Barry Orms,75
Johnny Orr,75
Louis Orr,80
Jose Ortiz,82
Daniel Orton,82
Chuck Osborne,78
Cedi Osman,79
Wally Osterkorn,77
Greg Ostertag,86
Matt Othick,74
Don Otten,82
Mac Otten,79
Kelly Oubre Jr.,79
Bo Outlaw,80
Travis Outlaw,81
Claude Overton,74
Doug Overton,75
Andre Owens,76
Billy Owens,81
Chris Owens,79
Eddie Owens,79
James Owens,75
Jim Owens,77
Keith Owens,79
Larry Owens,79
Tariq Owens,82
Tom Owens,82
Ray Owes,81
Olumide Oyedeji,NA
Joe Pace,82
Zaza Pachulia,83
Robert Pack,74
Gerald Paddio,79
Scott Padgett,81
Marcus Paige,72
Fred Paine,77
Milt Palacio,76
Togo Palazzi,76
Jim Palmer,80
John Palmer,76
Walter Palmer,85
Andy Panko,81
Georgios Papagiannis,85
Kostas Papanikolaou,80
Jannero Pargo,73
Jeremy Pargo,74
Estes Parham,75
Robert Parish,85
Medford Park,74
Anthony Parker,78
Jabari Parker,80
Smush Parker,76
Sonny Parker,78
Tony Parker,74
Jack Parkinson,72
Cherokee Parks,83
Jack Parr,81
Doyle Parrack,72
Charlie Parsley,74
Chandler Parsons,81
Eric Paschall,78
Anzejs Pasecniks,85
Zarko Paspalj,81
Marty Passaglia,72
George A. Pastushok,NA
Myles Patrick,80
Stan Patrick,74
Andrae Patterson,81
George Patterson,79
Lamar Patterson,77
Patrick Patterson,80
Ruben Patterson,77
Steve Patterson,81
Tommy Patterson,78
Worthy Patterson,74
Justin Patton,83
Brandon Paul,76
Chris Paul,72
Charlie Paulk,80
Jerry Paulson,74
Billy Paultz,83
Sasha Pavlovic,79
Jim Paxson,78
Jim Paxson,78
John Paxson,74
Johnny Payak,76
Adreian Payne,82
Cameron Payne,73
Kenny Payne,80
Tom Payne,86
Elfrid Payton,75
Gary Payton,76
Mel Payton,76
Gary Payton II,75
George Pearcy,73
Henry Pearcy,73
Oleksiy Pecherov,84
Wiley Peck,79
Anthony Peeler,76
Nikola Pekovic,83
Jake Pelkington,78
Norvel Pelle,82
Sam Pellom,81
Mike Penberthy,75
Desmond Penigar,79
Kirk Penney,77
Mike Peplowski,82
Will Perdue,84
Kendrick Perkins,82
Sam Perkins,81
Warren Perkins,75
Kosta Perovic,86
London Perrantes,74
Curtis Perry,79
Elliot Perry,NA
Tim Perry,81
Chuck Person,80
Wesley Person,78
Alec Peters,81
Jim Petersen,82
Loy Petersen,77
Bob Peterson,77
Ed Peterson,81
Mel Peterson,76
Morris Peterson,79
Geoff Petrie,76
Johan Petro,84
Drazen Petrovic,77
Richard Petruska,82
Bob Pettit,81
Roger Phegley,78
Jack Phelan,77
Jim Phelan,73
Derrick Phelps,76
Mike Phelps,76
Andy Phillip,75
Tarik Phillip,75
Eddie Phillips,79
Gary Phillips,75
Bobby Phills,77
Eric Piatkowski,79
Paul Pierce,79
Ricky Pierce,76
Stan Pietkiewicz,77
Mickael Pietrus,78
John Pilch,75
Ed Pinckney,81
Kevinn Pinkney,82
John Pinone,80
Theo Pinson,77
Dave Piontek,78
Tom Piotrowski,85
Scottie Pippen,80
Charlie Pittman,80
Dexter Pittman,83
Zoran Planinic,NA
Tibor Pleiss,87
Marshall Plumlee,84
Mason Plumlee,83
Miles Plumlee,83
Gary Plummer,81
Pavel Podkolzin,89
Jakob Poeltl,85
Vincent Poirier,84
Dwayne Polee,77
Jim Pollard,75
Scot Pollard,83
Ralph Polson,79
Olden Polynice,82
Cliff Pondexter,81
Quincy Pondexter,79
Shamorie Ponds,72
Jordan Poole,76
David Pope,79
Mark Pope,82
Dave Popson,82
Ben Poquette,81
Chris Porter,79
Howard Porter,80
Kevin Porter,72
Terry Porter,75
Kevin Porter Jr.,76
Michael Porter Jr.,82
Otto Porter Jr.,80
Bobby Portis,82
Bob Portman,77
Kristaps Porzingis,87
James Posey,80
Lavor Postell,77
Vitaly Potapenko,82
Leon Powe,80
Dwight Powell,82
Josh Powell,81
Kasib Powell,79
Norman Powell,75
Roger Powell,78
Alex Poythress,81
Paul Pressey,77
Phil Pressey,71
Dominic Pressley,74
Harold Pressley,79
AJ Price,74
Brent Price,73
Jim Price,75
Mark Price,72
Mike Price,75
Ronnie Price,74
Tony Price,78
Bob Priddy,75
Pablo Prigioni,75
Taurean Prince,79
Tayshaun Prince,81
John Pritchard,81
Kevin Pritchard,75
Laron Profit,77
Gabe Pruitt,76
Joel Przybilla,85
Les Pugh,79
Roy Pugh,NA
Anthony Pullard,82
Jacob Pullen,73
Rodney Purvis,76
Don Putman,73
Tim Quarterman,78
Bob Quick,77
Chris Quinn,74
Brian Quinnett,80
Ivan Rabb,82
Luke Rackley,82
Howie Rader,73
Mark Radford,76
Wayne Radford,75
Dino Radja,83
Vladimir Radmanovic,82
Aleksandar Radojevic,87
Frank Radovich,80
Moe Radovich,72
Miroslav Raduljica,84
Ray Radziszewski,77
Ray Ragelis,76
Sherwin Raiken,74
Ed Rains,79
Igor Rakocevic,74
Kurt Rambis,80
Peter John Ramos,87
Cal Ramsey,76
Frank Ramsey,75
Ray Ramsey,74
Mark Randall,80
Chasson Randle,74
Julius Randle,80
Anthony Randolph,NA
Shavlik Randolph,82
Zach Randolph,81
Wally Rank,78
Kelvin Ransey,74
Sam Ranzino,73
Blair Rasmussen,76
Xavier Rathan-Mayes,76
George Ratkovicz,79
Ed Ratleff,78
Mike Ratliff,82
Theo Ratliff,82
Andy Rautins,76
Leo Rautins,80
Allan Ray,NA
Clifford Ray,81
Don Ray,77
Jamesearl Ray,80
Jim Ray,72
Craig Raymond,83
Connie Rea,75
Joe Reaves,77
Josh Reaves,76
Zeljko Rebraca,84
Eldridge Recasner,NA
Michael Redd,78
Cam Reddish,80
Frank Reddout,77
JJ Redick,75
Marlon Redmond,78
Davon Reed,77
Hub Reed,81
Justin Reed,80
Ron Reed,77
Willie Reed,83
Willis Reed,82
Bryant Reeves,84
Khalid Reeves,75
Richie Regan,74
Don Rehfeldt,78
Billy Reid,77
Don Reid,80
J.R. Reid,NA
Jim Reid,78
Naz Reid,81
Robert Reid,80
Ryan Reid,80
Jared Reiner,83
Joseph Reiser,71
Richard Rellford,78
Terrence Rencher,75
John Rennicke,74
Rob Rensberger,74
Efthimios Rentzias,83
Shawn Respert,73
Kevin Restani,81
Cameron Reynolds,79
George Reynolds,76
Jerry Reynolds,80
Gene Rhodes,73
Rodrick Rhodes,78
Glen Rice,80
Glen Rice,78
Chris Richard,81
Clint Richardson,75
Jason Richardson,78
Jeremy Richardson,79
Josh Richardson,77
Malachi Richardson,78
Micheal Ray Richardson,77
Norman Richardson,77
Pooh Richardson,73
Quentin Richardson,78
Mitch Richmond,77
John Richter,81
Dick Ricketts,79
Isaiah Rider,NA
Jackie Ridgle,76
Luke Ridnour,74
Mel Riebe,71
Jim Riffey,76
Antoine Rigaudeau,79
Tom Riker,82
Bob Riley,81
Eric Riley,84
Pat Riley,76
Ron Riley,80
Rich Rinaldi,75
Mike Riordan,76
Arnie Risen,81
Goebel Ritter,74
Ramon Rivas,82
Austin Rivers,76
David Rivers,72
Doc Rivers,76
Lee Robbins,75
Andre Roberson,79
Anthony Roberson,74
Rick Roberson,81
Terrance Roberson,NA
Anthony Roberts,77
Bill Roberts,NA
Brian Roberts,73
Fred Roberts,82
Joe Roberts,78
Lawrence Roberts,81
Marv Roberts,80
Stanley Roberts,84
Alvin Robertson,76
Oscar Robertson,77
Ryan Robertson,77
Tony Robertson,76
Rick Robey,83
Bernard Robinson,78
Chris Robinson,77
Cliff T. Robinson,81
Clifford Robinson,82
David Robinson,85
Devin Robinson,80
Duncan Robinson,79
Eddie Robinson,81
Flynn Robinson,73
Glenn Robinson,79
Jackie Robinson,78
Jamal Robinson,NA
James Robinson,NA
Jerome Robinson,76
Justin Robinson,73
Larry Robinson,75
Mitchell Robinson,84
Nate Robinson,69
Oliver Robinson,76
Rumeal Robinson,74
Thomas Robinson,82
Truck Robinson,79
Wayne Robinson,80
Glenn Robinson III,78
Bill Robinzine,79
Dave Robisch,82
Isaiah Roby,80
Red Rocha,81
John Roche,75
Gene Rock,69
Jack Rocker,77
Guy Rodgers,72
Dennis Rodman,79
Sergio Rodriguez,75
Lou Roe,79
Carlos Rogers,83
Johnny Rogers,82
Marshall Rogers,73
Rodney Rogers,79
Roy Rogers,82
Al Roges,76
Ken Rohloff,72
Magnum Rolle,83
Kenny Rollins,72
Phil Rollins,74
Tree Rollins,85
Lorenzo Romar,73
Rajon Rondo,73
Sean Rooks,82
Derrick Rose,74
Jalen Rose,80
Malik Rose,79
Robert Rose,77
Alexander Rosenberg,70
Lennie Rosenbluth,76
Hank Rosenstein,76
Dick Rosenthal,77
Quinton Ross,78
Terrence Ross,78
Doug Roth,83
Scott Roth,80
Irv Rothenberg,79
Mickey Rottner,70
Dan Roundfield,80
Giff Roux,77
Ron Rowan,77
Curtis Rowe,79
Jim Rowinski,80
Derrick Rowland,77
Brian Rowsom,81
Brandon Roy,78
Donald Royal,80
Bob Royer,70
Clifford Rozier,83
Terry Rozier,73
Ricky Rubio,75
Guy Rucker,81
Delaney Rudd,74
John Rudd,79
Damjan Rudez,82
John Rudometkin,78
Michael Ruffin,80
Trevor Ruffin,73
Paul Ruffner,82
Joe Ruklick,81
Jeff Ruland,82
Bob Rule,81
Jerry Rullo,70
Stefano Rusconi,81
Brandon Rush,78
Kareem Rush,78
Bill Russell,82
Bryon Russell,79
Campy Russell,80
Cazzie Russell,77
D'Angelo Russell,76
Frank Russell,75
Walker Russell,77
Walker Russell,72
Arvydas Sabonis,87
Domantas Sabonis,83
Robert Sacre,84
Ed Sadowski,77
Kenny Sailors,70
John Salley,83
John Salmons,78
Kevin Salvadori,84
Soumaila Samake,82
Luka Samanic,82
Cheikh Samb,85
Brandon Sampson,77
JaKarr Sampson,79
Jamal Sampson,83
Ralph Sampson,88
Samardo Samuels,NA
Pepe Sanchez,76
Frankie Sanders,78
Jeff Sanders,80
Larry Sanders,83
Melvin Sanders,77
Mike Sanders,78
Thomas Sanders,78
Daniel Santiago,85
Bob Santini,77
Wayne Sappleton,81
Dario Saric,82
Jason Sasser,79
Jeryl Sasser,78
Tomas Satoransky,79
Kenny Satterfield,74
Frank Saul,74
Woody Sauldsberry,79
Fred Saunders,79
Don Savage,75
Predrag Savovic,78
Alan Sawyer,77
Brian Scalabrine,81
Alex Scales,76
Dewayne Scales,80
Frank Schade,73
Ben Schadler,72
Herm Schaefer,72
Bob Schafer,75
Ben Scharnus,74
Marv Schatzman,77
Fred Schaus,77
Dan Schayes,83
Dolph Schayes,80
Ossie Schectman,72
Steve Scheffler,81
Tom Scheffler,83
Dave Schellhase,75
Luke Schenscher,85
Herb Scherer,81
Dwayne Schintzius,86
Dale Schlueter,82
Otto Schnellbacher,76
Dick Schnittker,77
Russ Schoene,82
Admiral Schofield,77
Dave Scholz,80
Milt Schoon,79
Detlef Schrempf,82
Dennis Schroder,75
Howie Schultz,78
Dick Schulz,74
John Schweitz,78
Luis Scola,81
Freddie Scolari,71
Alvin Scott,79
Brent Scott,82
Byron Scott,76
Charlie Scott,77
Dennis Scott,80
James Scott,78
Mike Scott,79
Ray Scott,81
Shawnelle Scott,NA
Carey Scurry,79
Bruce Seals,80
Shea Seals,77
Malik Sealy,80
Ed Searcy,78
Ken Sears,81
Wayne See,75
Thabo Sefolosha,78
Rony Seikaly,83
Glen Selbo,75
Josh Selby,74
Wayne Selden,77
Brad Sellers,84
Phil Sellers,76
Rollie Seltz,70
Frank Selvy,74
Jim Seminoff,74
Mouhamed Sene,83
George Senesky,74
Kevin Seraphin,82
Ansu Sesay,81
Ramon Sessions,75
Tom Sewell,77
Collin Sexton,73
Paul Seymour,73
Nick Shaback,71
Charles Shackleford,83
Carl Shaeffer,75
Lee Shaffer,79
Mustafa Shakur,75
Landry Shamet,76
God Shammgod,72
Earl Shannon,71
Howie Shannon,74
Charlie Share,83
Bill Sharman,73
Walter Sharpe,81
John Shasky,83
Ron Shavlik,80
Brian Shaw,78
Casey Shaw,83
Marial Shayok,77
Bob Shea,74
Fred Sheffield,74
Craig Shelton,79
Lonnie Shelton,80
Tornike Shengelia,81
Jeff Sheppard,75
Steve Sheppard,78
Edmund Sherod,74
Charlie Shipp,73
Paul Shirley,82
Gene Short,78
Purvis Short,79
Dexter Shouse,74
Dick Shrider,74
Gene Shue,74
John Shumate,81
Iman Shumpert,77
Alexey Shved,78
Pascal Siakam,81
Jordan Sibert,76
Sam Sibert,79
Mark Sibley,74
Jerry Sichting,73
Larry Siegfried,75
Ralph Siewert,85
Jack Sikma,83
James Silas,73
Paul Silas,79
Xavier Silas,77
Garret Siler,83
Mike Silliman,78
Chris Silva,80
Wayne Simien,81
Ben Simmons,83
Bobby Simmons,78
Cedric Simmons,81
Connie Simmons,80
Johnny Simmons,73
Jonathon Simmons,78
Kobi Simmons,77
Lionel Simmons,79
Miles Simon,75
Anfernee Simons,75
Dickey Simpkins,NA
Diamon Simpson,79
Ralph Simpson,77
Alvin Sims,76
Bob Sims,77
Courtney Sims,83
Doug Sims,79
Henry Sims,82
Scott Sims,73
Kyle Singler,80
Sean Singletary,72
Chris Singleton,81
James Singleton,80
Mckinley Singleton,77
Zeke Sinicola,70
Charlie Sitton,80
Peyton Siva,72
Scott Skiles,73
Al Skinner,75
Brian Skinner,81
Talvin Skinner,77
Whitey Skoog,71
Jeff Slade,78
Reggie Slater,79
Jim Slaughter,83
Jose Slaughter,77
Tamar Slay,80
Donald Sloan,75
Jerry Sloan,77
Uros Slokar,82
Tom Sluby,76
Alen Smailagic,82
Keith Smart,73
Marcus Smart,75
Belus Smawley,73
Jack Smiley,75
Adrian Smith,73
Bill Smith,84
Bill Smith,77
Bingo Smith,77
Bobby Smith,76
Charles Smith,82
Charles Smith,76
Charles Smith,73
Chris Smith,75
Chris Smith,74
Clinton Smith,78
Craig Smith,79
Deb Smith,75
Derek Smith,78
Don Smith,72
Donald Smith,74
Donta Smith,79
Doug Smith,82
Ed Smith,78
Elmore Smith,85
Garfield Smith,81
Greg Smith,77
Greg Smith,82
Ish Smith,72
JR Smith,78
Jabari Smith,83
Jason Smith,84
Jerry Smith,74
Jim Smith,81
Joe Smith,82
Josh Smith,81
Keith Smith,75
Kenny Smith,75
Labradford Smith,75
Larry Smith,80
Leon Smith,82
Michael Smith,80
Michael Smith,82
Mike Smith,80
Nolan Smith,74
Otis Smith,77
Phil Smith,76
Randy Smith,75
Reggie Smith,82
Robert Smith,71
Russ Smith,72
Sammy Smith,76
Steven Smith,80
Steven Smith,81
Stevin Smith,74
Theron Smith,80
Tony Smith,NA
Willie Smith,74
Zhaire Smith,75
Dennis Smith Jr.,74
Rik Smits,88
Mike Smrek,84
Joe Smyth,75
Tony Snell,78
Eric Snow,75
Dick Snyder,77
Kirk Snyder,78
George Sobek,72
Ricky Sobers,75
Ron Sobie,75
Mike Sojourner,81
Will Solomon,73
Willie Somerset,68
Darius Songaila,81
Dave Sorenson,80
James Southerland,80
Gino Sovran,74
Pape Sow,82
Ray Spalding,81
Jim Spanarkel,77
Vassilis Spanoulis,76
Guy Sparrow,78
Rory Sparrow,74
Odie Spears,77
Art Spector,76
Marreese Speights,82
Omari Spellman,80
Andre Spencer,78
Elmore Spencer,84
Felton Spencer,84
Lou Spicer,74
Craig Spitzer,84
Tiago Splitter,83
Art Spoelstra,81
Latrell Sprewell,77
Larry Spriggs,79
Jim Springer,81
Jim Spruill,74
Ryan Stack,83
Jerry Stackhouse,78
Kevin Stacom,75
Dave Stallworth,79
Isaac Stallworth,77
Ed Stanczak,73
Terence Stansbury,77
John Starks,77
Keith Starr,78
Nik Stauskas,78
Larry Staverman,79
Larry Steele,77
Matt Steigenga,79
Vladimir Stepania,85
DJ Stephens,77
Everette Stephens,74
Jack Stephens,75
Joe Stephens,79
Lance Stephenson,78
Alex Stepheson,82
Brook Steppe,77
Barry Stevens,77
Wayne Stevens,75
DeShawn Stevenson,77
Dennis Stewart,78
Kebu Stewart,80
Larry Stewart,80
Michael Stewart,82
Norm Stewart,77
Greg Stiemsma,83
Steve Stipanovich,83
Bryant Stith,77
Sam Stith,74
Tom Stith,77
Alex Stivrins,80
David Stockton,71
John Stockton,73
Peja Stojakovic,82
Ed Stokes,84
Greg Stokes,82
Jarnell Stokes,81
Maurice Stokes,79
Art Stolkey,73
Diamond Stone,83
Julyan Stone,78
Awvee Storey,78
Damon Stoudamire,70
Salim Stoudamire,73
Amar'e Stoudemire,82
Paul Stovall,76
DJ Strawberry,77
Joe Strawder,82
Bill Stricker,80
Erick Strickland,75
Mark Strickland,82
Rod Strickland,75
Roger Strickland,77
John Stroeder,82
Derek Strong,81
Lamont Strothers,76
John Stroud,79
Max Strus,77
Rodney Stuckey,77
Gene Stump,74
Stan Stutz,70
Gary Suiter,81
Jared Sullinger,81
DaJuan Summers,80
Edmond Sumner,76
Barry Sumpter,83
Sun Sun,81
Don Sunderlage,73
Bruno Sundov,86
Jon Sundvold,74
Bob Sura,77
Dick Surhoff,76
Dane Suttle,75
Greg Sutton,74
Bennie Swain,80
Caleb Swanigan,81
Norm Swanson,78
Dan Swartz,76
Michael Sweetney,80
Robert Swift,85
Stromile Swift,82
Aaron Swinson,77
Pape Sy,79
Wallace Sydnor,70
Larry Sykes,81
Brett Szabo,83
Wally Szczerbiak,79
Zan Tabak,84
Yuta Tabuse,69
Chris Taft,82
Sid Tannenbaum,72
Dragan Tarlac,83
Roy Tarpley,84
Earl Tatum,76
Jayson Tatum,80
Edy Tavares,87
Anthony Taylor,76
Brian Taylor,74
Donell Taylor,77
Fred Taylor,77
Isaiah Taylor,75
Jay Taylor,75
Jeff Taylor,76
Jeffery Taylor,NA
Jermaine Taylor,76
Johnny Taylor,81
Leonard Taylor,80
Maurice Taylor,81
Mike Taylor,74
Roland Taylor,72
Tyshawn Taylor,75
Vince Taylor,77
Terry Teagle,77
Jeff Teague,75
Marquis Teague,74
Mirza Teletovic,81
Sebastian Telfair,72
Garrett Temple,77
Milos Teodosic,77
Ira Terrell,80
Jared Terrell,75
Carlos Terry,76
Chuck Terry,78
Claude Terry,77
Emanuel Terry,81
Jason Terry,74
Hasheem Thabeet,87
Tom Thacker,74
Daniel Theis,80
Reggie Theus,78
Peter Thibeaux,79
Bill Thieben,78
Justus Thigpen,73
David Thirdkill,79
Adonis Thomas,79
Billy Thomas,77
Carl Thomas,76
Charles Thomas,75
Etan Thomas,82
Irving Thomas,80
Isaiah Thomas,69
Isiah Thomas,73
Jamel Thomas,78
James Thomas,81
Jim Thomas,75
Joe Thomas,78
John Thomas,81
Kenny Thomas,79
Khyri Thomas,75
Kurt Thomas,81
Lance Thomas,80
Malcolm Thomas,81
Matt Thomas,76
Terry Thomas,80
Tim Thomas,82
Tyrus Thomas,82
Trey Thompkins,82
Bernard Thompson,78
Billy Thompson,79
Brooks Thompson,76
Corny Thompson,80
David Thompson,76
Dijon Thompson,80
George Thompson,74
Hollis Thompson,80
Jason Thompson,83
John Thompson,82
Kevin Thompson,83
Klay Thompson,78
LaSalle Thompson,82
Mychal Thompson,82
Mychel Thompson,78
Paul Thompson,78
Stephen Thompson,76
Tristan Thompson,81
Rod Thorn,76
Al Thornton,80
Bob Thornton,82
Marcus Thornton,76
Sindarius Thornwell,76
Otis Thorpe,82
Sedale Threatt,74
Nate Thurmond,83
Mel Thurston,72
Matisse Thybulle,77
Howard Tidrick,73
Dan Tieman,72
Darren Tillis,83
Jack Tingle,76
Jamaal Tinsley,75
Wayman Tisdale,81
Mike Tobey,84
Marko Todorovich,77
Ray Tolbert,81
Tom Tolbert,79
Anthony Tolliver,80
Dean Tolson,80
Rudy Tomjanovich,80
Andrew Toney,75
Sedric Toney,74
Andy Tonkovich,73
Andy Toolson,78
Jack Toomay,78
Bernard Toone,81
Irv Torgoff,73
Gene Tormohlen,80
Oscar Torres,78
Bill Tosheff,73
Bob Tough,72
Axel Toupane,79
Monte Towe,67
Keith Tower,83
William Towery,76
Linton Townes,79
Karl-Anthony Towns,83
Raymond Townsend,75
George Trapp,80
John Trapp,79
Robert Traylor,80
Gary Trent,80
Gary Trent Jr.,77
Jeff Trepagnier,76
John Tresvant,79
Allonzo Trier,76
Dick Triptow,72
Kelly Tripucka,78
Cezary Trybanski,86
Jake Tsakalidis,86
John Tschogl,78
Lou Tsioropoulos,77
Nikoloz Tskitishvili,84
Al Tucker,80
Alando Tucker,78
Anthony Tucker,80
Jim Tucker,79
P.J. Tucker,77
Rayjon Tucker,75
Trent Tucker,77
Ronny Turiaf,82
Mirsad Turkcan,81
Hedo Turkoglu,82
Andre Turner,71
Bill Turner,79
Elston Turner,77
Evan Turner,78
Henry Turner,79
Jack Turner,76
Jack Turner,77
Jeff Turner,81
John Turner,80
Myles Turner,83
Wayne Turner,74
Mel Turpin,83
Dave Twardzik,73
Jack Twyman,78
